Epoch,Step,Total,CE,route
25,30,1.1796157360076904,1.4379842281341553,-0.25836846232414246
25,40,1.4955658912658691,1.749120831489563,-0.2535548806190491
26,0,1.2646782398223877,1.5419176816940308,-0.27723950147628784
26,10,1.2062289714813232,1.4558601379394531,-0.2496311515569687
26,20,1.2069625854492188,1.4716302156448364,-0.2646676003932953
26,30,1.2187252044677734,1.4803658723831177,-0.2616406977176666
26,40,1.300735354423523,1.5385470390319824,-0.23781171441078186
27,0,1.1958532333374023,1.460327386856079,-0.264474093914032
27,10,1.0007829666137695,1.2772358655929565,-0.27645283937454224
27,20,1.2934120893478394,1.5422533750534058,-0.2488412857055664
27,30,1.2708481550216675,1.5273857116699219,-0.256537526845932
27,40,1.2926056385040283,1.5536984205245972,-0.26109275221824646
28,0,1.064458966255188,1.3368849754333496,-0.272426038980484
28,10,1.0815068483352661,1.3392753601074219,-0.25776854157447815
28,20,1.0522782802581787,1.3342300653457642,-0.28195178508758545
28,30,1.203068733215332,1.4652245044708252,-0.2621557414531708
28,40,1.0524228811264038,1.3248058557510376,-0.2723829448223114
29,0,0.9076536893844604,1.1950935125350952,-0.28743982315063477
29,10,1.0086710453033447,1.291663646697998,-0.2829926013946533
29,20,0.9316774606704712,1.2205853462219238,-0.28890785574913025
29,30,1.151193380355835,1.4341596364974976,-0.2829662561416626
29,40,1.2982323169708252,1.547631025314331,-0.24939875304698944
30,0,0.890650749206543,1.177703857421875,-0.28705310821533203
30,10,0.9087738990783691,1.1865978240966797,-0.27782389521598816
30,20,1.2435609102249146,1.4923499822616577,-0.24878905713558197
30,30,1.147557020187378,1.4078960418701172,-0.26033905148506165
30,40,1.251380443572998,1.5020661354064941,-0.2506856322288513
31,0,0.9618498682975769,1.24185049533844,-0.28000062704086304
31,10,1.0060120820999146,1.2864784002304077,-0.28046634793281555
31,20,0.9759094715118408,1.2450920343399048,-0.26918256282806396
31,30,0.9522397518157959,1.2285208702087402,-0.27628108859062195
31,40,1.0675716400146484,1.3269460201263428,-0.25937435030937195
32,0,0.9983228445053101,1.2687829732894897,-0.2704600989818573
32,10,0.8502068519592285,1.1271039247512817,-0.2768970727920532
32,20,1.1201249361038208,1.3954977989196777,-0.27537286281585693
32,30,1.0405933856964111,1.3154703378677368,-0.27487698197364807
32,40,0.9279571771621704,1.21181321144104,-0.28385600447654724
33,0,0.9944776296615601,1.2692159414291382,-0.2747383117675781
33,10,0.9027862548828125,1.1895605325698853,-0.28677424788475037
33,20,1.158019781112671,1.4322710037231445,-0.2742512822151184
33,30,1.1215120553970337,1.3894110918045044,-0.2678990662097931
33,40,0.9613537788391113,1.2415627241134644,-0.2802089750766754
34,0,0.8574029207229614,1.1329890489578247,-0.2755860984325409
34,10,0.8480349183082581,1.139380931854248,-0.29134601354599
34,20,1.1376060247421265,1.3997763395309448,-0.26217028498649597
34,30,1.085745930671692,1.3386112451553345,-0.2528652846813202
34,40,0.9341415166854858,1.1909862756729126,-0.25684472918510437
35,0,0.7995529770851135,1.0889135599136353,-0.28936058282852173
35,10,0.7700893878936768,1.0654847621917725,-0.2953953444957733
35,20,0.8750177621841431,1.1635980606079102,-0.2885802686214447
35,30,0.8769280910491943,1.148099422454834,-0.27117136120796204
35,40,1.102548599243164,1.384194016456604,-0.28164535760879517
36,0,0.8045663833618164,1.091142177581787,-0.2865758240222931
36,10,0.8267403244972229,1.131434440612793,-0.30469411611557007
36,20,1.0044795274734497,1.2797675132751465,-0.2752879559993744
36,30,0.8128635287284851,1.1016349792480469,-0.28877145051956177
36,40,1.004677414894104,1.275469183921814,-0.27079176902770996
37,0,0.9413327574729919,1.2334785461425781,-0.2921457886695862
37,10,1.0097122192382812,1.2803990840911865,-0.27068692445755005
37,20,1.0087581872940063,1.2992656230926514,-0.29050740599632263
37,30,1.0188379287719727,1.2964463233947754,-0.27760836482048035
37,40,0.9154956936836243,1.181583046913147,-0.2660873532295227
38,0,0.7450486421585083,1.0462411642074585,-0.3011924922466278
38,10,0.7430504560470581,1.0489633083343506,-0.30591288208961487
38,20,0.8505750298500061,1.119441032409668,-0.26886600255966187
38,30,0.7871675491333008,1.0568681955337524,-0.26970067620277405
38,40,0.9758579730987549,1.2475783824920654,-0.27172037959098816
39,0,0.7676970958709717,1.0611283779144287,-0.2934313118457794
39,10,0.831817626953125,1.116350531578064,-0.2845328748226166
39,20,0.9365488290786743,1.236314296722412,-0.2997654974460602
39,30,0.7700758576393127,1.060711145401001,-0.29063528776168823
39,40,0.992511510848999,1.275262475013733,-0.2827509343624115
40,0,0.8435488343238831,1.1287325620651245,-0.28518372774124146
40,10,0.7319735884666443,1.0264334678649902,-0.29445987939834595
40,20,0.8373398184776306,1.1167724132537842,-0.27943259477615356
40,30,0.751306414604187,1.029232144355774,-0.2779256999492645
40,40,0.9319647550582886,1.201194405555725,-0.2692296504974365
41,0,0.5656832456588745,0.8763282299041748,-0.3106450140476227
41,10,0.8017890453338623,1.0780450105667114,-0.27625593543052673
41,20,0.9089582562446594,1.2019869089126587,-0.29302865266799927
41,30,1.0230090618133545,1.3018834590911865,-0.2788744270801544
41,40,1.107363224029541,1.384650468826294,-0.27728721499443054
42,0,0.779184103012085,1.0598995685577393,-0.2807154357433319
42,10,0.8452032804489136,1.1467267274856567,-0.30152344703674316
42,20,0.7718844413757324,1.0748547315597534,-0.3029702603816986
42,30,0.8361867666244507,1.1188619136810303,-0.282675176858902
42,40,0.8379746675491333,1.147018551826477,-0.30904385447502136
43,0,0.670268177986145,0.9805904030799866,-0.31032225489616394
43,10,0.6664502620697021,0.9716753363609314,-0.30522504448890686
43,20,0.856843113899231,1.1423009634017944,-0.2854578495025635
43,30,0.8518373966217041,1.1202123165130615,-0.26837489008903503
43,40,0.8776415586471558,1.1722474098205566,-0.2946058213710785
44,0,0.6973156929016113,0.9918960332870483,-0.2945803701877594
44,10,0.7707369923591614,1.070913314819336,-0.30017632246017456
44,20,0.6497647762298584,0.9468896389007568,-0.29712483286857605
44,30,0.727982223033905,1.0235083103179932,-0.29552608728408813
44,40,0.8293477296829224,1.1236698627471924,-0.2943221628665924
45,0,0.5879670977592468,0.890746533870697,-0.3027794361114502
45,10,0.8285439610481262,1.1160672903060913,-0.2875233292579651
45,20,0.6975982189178467,0.9886411428451538,-0.29104289412498474
45,30,1.000320315361023,1.2716991901397705,-0.27137884497642517
45,40,0.9677325487136841,1.2547049522399902,-0.28697240352630615
46,0,0.6137630939483643,0.9174612164497375,-0.3036981523036957
46,10,0.7482281923294067,1.0344789028167725,-0.28625068068504333
46,20,0.6552294492721558,0.9552754163742065,-0.3000459372997284
46,30,0.769189178943634,1.0632731914520264,-0.29408401250839233
46,40,0.849518895149231,1.138756513595581,-0.2892375886440277
47,0,0.6750984191894531,0.9734203219413757,-0.298321932554245
47,10,0.7701603174209595,1.069591760635376,-0.2994314730167389
47,20,0.7731391191482544,1.0551759004592896,-0.28203675150871277
47,30,0.7459033131599426,1.0299640893936157,-0.2840607762336731
47,40,0.7020264863967896,0.9917064309120178,-0.28967994451522827
48,0,0.5596631765365601,0.8777698874473572,-0.3181067407131195
48,10,0.7042619585990906,0.9946812987327576,-0.290419340133667
48,20,0.7531723976135254,1.0494773387908936,-0.29630494117736816
48,30,0.5632802248001099,0.8655404448509216,-0.30226022005081177
48,40,0.6932157874107361,0.9868578314781189,-0.2936420440673828
49,0,0.6208897829055786,0.9100522398948669,-0.28916245698928833
49,10,0.6708253622055054,0.9689138531684875,-0.29808852076530457
49,20,0.609729528427124,0.9129809737205505,-0.3032514154911041
49,30,0.614657998085022,0.9141433238983154,-0.29948529601097107
49,40,0.7063730955123901,0.9983773827552795,-0.292004257440567
50,0,0.5177891254425049,0.8007913827896118,-0.28300222754478455
50,10,0.6740552186965942,0.9823213815689087,-0.30826616287231445
50,20,0.6652476787567139,0.9636378884315491,-0.2983902096748352
50,30,0.6899290084838867,0.9780598282814026,-0.28813084959983826
50,40,0.7599444389343262,1.05702805519104,-0.2970835864543915
51,0,0.6086910963058472,0.9195659160614014,-0.3108748495578766
51,10,0.621288001537323,0.9217478632926941,-0.3004598617553711
51,20,0.7694976329803467,1.0616947412490845,-0.2921970784664154
51,30,0.6526613831520081,0.9657695889472961,-0.3131082057952881
51,40,0.6684313416481018,0.9412715435028076,-0.2728402018547058
52,0,0.5822120904922485,0.8903828859329224,-0.30817079544067383
52,10,0.6569548845291138,0.9548250436782837,-0.2978701889514923
52,20,0.5870261192321777,0.8874330520629883,-0.30040693283081055
52,30,0.714133620262146,1.001928687095642,-0.2877950966358185
52,40,0.6407908201217651,0.9269982576370239,-0.2862074077129364
53,0,0.5303703546524048,0.8490054607391357,-0.31863513588905334
53,10,0.6041779518127441,0.8928788304328918,-0.2887008786201477
53,20,0.6246998906135559,0.933078408241272,-0.30837851762771606
53,30,0.6948570013046265,0.9837124347686768,-0.2888554334640503
53,40,0.6349354982376099,0.9436658024787903,-0.3087303340435028
54,0,0.39323365688323975,0.718354344367981,-0.3251206874847412
54,10,0.5549193620681763,0.864208459854126,-0.3092890679836273
54,20,0.5238023400306702,0.8264874815940857,-0.3026851415634155
54,30,0.6220095753669739,0.9305127859115601,-0.3085032105445862
54,40,0.5562597513198853,0.857271671295166,-0.3010118901729584
55,0,0.5124716758728027,0.8318018913269043,-0.3193301856517792
55,10,0.5070382356643677,0.8294637203216553,-0.32242551445961
55,20,0.6233005523681641,0.9414294958114624,-0.3181289732456207
55,30,0.5233197212219238,0.8325004577636719,-0.30918070673942566
55,40,0.5696280598640442,0.8957809209823608,-0.32615286111831665
56,0,0.44929254055023193,0.7687401175498962,-0.3194475769996643
56,10,0.6223326921463013,0.9298794865608215,-0.30754682421684265
56,20,0.6784837245941162,0.969486653804779,-0.29100295901298523
56,30,0.680878758430481,0.9701431393623352,-0.28926441073417664
56,40,0.5013370513916016,0.8203182816505432,-0.31898126006126404
57,0,0.5568927526473999,0.8591907620429993,-0.302297979593277
57,10,0.48808473348617554,0.80576491355896,-0.3176801800727844
57,20,0.6063201427459717,0.9203241467475891,-0.3140040338039398
57,30,0.41101551055908203,0.7218106985092163,-0.3107951879501343
57,40,0.515231728553772,0.8176473379135132,-0.3024156093597412
58,0,0.5860191583633423,0.8958458304405212,-0.30982670187950134
58,10,0.47275838255882263,0.779647171497345,-0.30688878893852234
58,20,0.6150130033493042,0.933121919631958,-0.3181089460849762
58,30,0.4879966080188751,0.798390805721283,-0.31039419770240784
58,40,0.599285364151001,0.9006618857383728,-0.3013765513896942
59,0,0.3596356213092804,0.6790670156478882,-0.3194313943386078
59,10,0.45644235610961914,0.7573401927947998,-0.30089783668518066
59,20,0.5568140745162964,0.8590697050094604,-0.3022556006908417
59,30,0.48845142126083374,0.8041123747825623,-0.3156609535217285
59,40,0.48102864623069763,0.7848044037818909,-0.30377575755119324
60,0,0.4045169949531555,0.7232106924057007,-0.31869369745254517
60,10,0.5762472152709961,0.8863227367401123,-0.3100754916667938
60,20,0.42347604036331177,0.7453429698944092,-0.3218669295310974
60,30,0.6702379584312439,0.9951274991035461,-0.32488954067230225
60,40,0.534633219242096,0.8479545712471008,-0.3133213520050049
61,0,0.3996289074420929,0.7204728126525879,-0.320843905210495
61,10,0.5529088973999023,0.8714078664779663,-0.31849896907806396
61,20,0.4657323956489563,0.7762565016746521,-0.3105241060256958
61,30,0.4429897367954254,0.752936840057373,-0.30994710326194763
61,40,0.5739309787750244,0.8742375373840332,-0.3003065288066864
62,0,0.5373658537864685,0.8595719933509827,-0.32220613956451416
62,10,0.4029753506183624,0.725898027420044,-0.3229226768016815
62,20,0.44461479783058167,0.7665793299674988,-0.3219645321369171
62,30,0.47614529728889465,0.7772573232650757,-0.30111202597618103
62,40,0.569047749042511,0.8804429173469543,-0.31139516830444336
63,0,0.3956756889820099,0.7246302962303162,-0.3289546072483063
63,10,0.36138486862182617,0.6918758749961853,-0.33049100637435913
63,20,0.47340336441993713,0.7919098138809204,-0.3185064494609833
63,30,0.5250554084777832,0.830291211605072,-0.30523577332496643
63,40,0.6023757457733154,0.89323890209198,-0.29086318612098694
64,0,0.41727903485298157,0.7309992909431458,-0.3137202560901642
64,10,0.6168920397758484,0.9132756590843201,-0.2963836193084717
64,20,0.6453804969787598,0.941264271736145,-0.29588380455970764
64,30,0.5445277690887451,0.8384183049201965,-0.2938905358314514
64,40,0.49931275844573975,0.7750301361083984,-0.2757173776626587
65,0,0.370861679315567,0.6843794584274292,-0.3135177791118622
65,10,0.3469409644603729,0.6619695425033569,-0.315028578042984
65,20,0.4057173728942871,0.7293675541877747,-0.32365018129348755
65,30,0.485051691532135,0.7922898530960083,-0.3072381615638733
65,40,0.5152597427368164,0.8287734985351562,-0.31351372599601746
66,0,0.5416688919067383,0.8642939329147339,-0.3226250112056732
66,10,0.4329110085964203,0.7573943734169006,-0.32448336482048035
66,20,0.4047711193561554,0.7160375118255615,-0.31126639246940613
66,30,0.7090831995010376,0.9890126585960388,-0.2799294590950012
66,40,0.511734664440155,0.8106640577316284,-0.2989293932914734
67,0,0.4521823227405548,0.7626490592956543,-0.3104667365550995
67,10,0.5646167993545532,0.8634737133979797,-0.2988569438457489
67,20,0.33674943447113037,0.652550220489502,-0.3158007860183716
67,30,0.3947831392288208,0.7247928977012634,-0.3300097584724426
67,40,0.5393171310424805,0.8415723443031311,-0.30225518345832825
68,0,0.41514936089515686,0.7379836440086365,-0.3228342831134796
68,10,0.5498062372207642,0.8477849960327148,-0.2979787290096283
68,20,0.5287125110626221,0.8316739201545715,-0.3029613792896271
68,30,0.5627619624137878,0.8674384951591492,-0.30467653274536133
68,40,0.4798811376094818,0.8022661209106445,-0.3223849833011627
69,0,0.3712286651134491,0.6829994320869446,-0.3117707669734955
69,10,0.3279865086078644,0.6598342657089233,-0.33184775710105896
69,20,0.36875423789024353,0.6963008046150208,-0.3275465667247772
69,30,0.44445276260375977,0.7568020820617676,-0.3123493194580078
69,40,0.4927670657634735,0.7961448431015015,-0.30337777733802795
70,0,0.4286464750766754,0.7548726201057434,-0.326226145029068
70,10,0.4321236312389374,0.7474228143692017,-0.3152991831302643
70,20,0.2987930178642273,0.6285000443458557,-0.3297070264816284
70,30,0.3271119296550751,0.6695935130119324,-0.3424815833568573
70,40,0.49306178092956543,0.8131062984466553,-0.32004451751708984
71,0,0.3414781391620636,0.649036169052124,-0.3075580298900604
71,10,0.3363160192966461,0.6653454303741455,-0.3290294110774994
71,20,0.39602193236351013,0.7259732484817505,-0.32995131611824036
71,30,0.38854703307151794,0.6984677910804749,-0.3099207580089569
71,40,0.4429353177547455,0.7551169991493225,-0.312181681394577
72,0,0.3493770360946655,0.6738483309745789,-0.32447129487991333
72,10,0.4555695056915283,0.7576580047607422,-0.30208849906921387
72,20,0.3510994613170624,0.661102831363678,-0.3100033700466156
72,30,0.40204569697380066,0.7035550475120544,-0.3015093505382538
72,40,0.5170066952705383,0.8219409584999084,-0.3049342632293701
73,0,0.3436710238456726,0.6490578651428223,-0.30538684129714966
73,10,0.32833683490753174,0.6422003507614136,-0.31386351585388184
73,20,0.46228307485580444,0.7750840783119202,-0.3128010034561157
73,30,0.3642643690109253,0.6897598505020142,-0.32549548149108887
73,40,0.5069172382354736,0.8215863108634949,-0.31466910243034363
74,0,0.34151849150657654,0.6537991166114807,-0.3122806251049042
74,10,0.2646728754043579,0.592077374458313,-0.3274044990539551
74,20,0.40026238560676575,0.7153294086456299,-0.31506702303886414
74,30,0.44228076934814453,0.7622287273406982,-0.3199479579925537
74,40,0.45043766498565674,0.761088490486145,-0.3106508255004883
75,0,0.46063944697380066,0.798626184463501,-0.3379867374897003
75,10,0.42718052864074707,0.7220529913902283,-0.2948724627494812
75,20,0.5332889556884766,0.8273153305053711,-0.29402634501457214
75,30,0.36505526304244995,0.6859450340270996,-0.32088977098464966
75,40,0.5151981115341187,0.8296980261802673,-0.31449994444847107
76,0,0.2842238247394562,0.6099413633346558,-0.3257175385951996
76,10,0.41029635071754456,0.712279200553894,-0.3019828498363495
76,20,0.37660568952560425,0.6984142065048218,-0.32180851697921753
76,30,0.528652548789978,0.8415847420692444,-0.31293222308158875
76,40,0.48831114172935486,0.7972989082336426,-0.3089877665042877
77,0,0.378641813993454,0.7015899419784546,-0.3229481279850006
77,10,0.21400132775306702,0.5323189496994019,-0.31831762194633484
77,20,0.48291119933128357,0.7951745390892029,-0.3122633397579193
77,30,0.44158604741096497,0.7419041991233826,-0.3003181517124176
77,40,0.6896528005599976,0.9660124778747559,-0.2763596475124359
78,0,0.31274446845054626,0.6411733627319336,-0.32842889428138733
78,10,0.5091519355773926,0.8303077220916748,-0.3211558163166046
78,20,0.20427292585372925,0.5353344082832336,-0.3310614824295044
78,30,0.4515793025493622,0.7673436403274536,-0.31576433777809143
78,40,0.4706505537033081,0.7784284949302673,-0.30777794122695923
79,0,0.3048536479473114,0.6356808543205261,-0.3308272063732147
79,10,0.31533217430114746,0.6456592679023743,-0.3303270936012268
79,20,0.4448893964290619,0.7510455250740051,-0.30615612864494324
79,30,0.6756069660186768,0.98423171043396,-0.3086247444152832
79,40,0.5645225048065186,0.8729421496391296,-0.30841967463493347
80,0,0.3066534399986267,0.6438487768173218,-0.33719533681869507
80,10,0.27361640334129333,0.5962740778923035,-0.32265767455101013
80,20,0.49595674872398376,0.7998797297477722,-0.30392298102378845
80,30,0.2611577808856964,0.5814895629882812,-0.32033178210258484
80,40,0.4107185900211334,0.7242310047149658,-0.3135124146938324
81,0,0.2910919487476349,0.6192236542701721,-0.32813170552253723
81,10,0.31817707419395447,0.6440439224243164,-0.32586684823036194
81,20,0.490714430809021,0.7968193292617798,-0.3061048984527588
81,30,0.3869694173336029,0.6984934210777283,-0.31152400374412537
81,40,0.5837222337722778,0.8857000470161438,-0.30197784304618835
82,0,0.3157498240470886,0.6353937983512878,-0.3196439743041992
82,10,0.3226110637187958,0.6538413166999817,-0.3312302529811859
82,20,0.47658950090408325,0.7925868630409241,-0.3159973621368408
82,30,0.4646220803260803,0.7515758872032166,-0.28695380687713623
82,40,0.4319343864917755,0.7444514036178589,-0.3125170171260834
83,0,0.31780296564102173,0.6439734697341919,-0.32617050409317017
83,10,0.5030585527420044,0.8366091847419739,-0.33355066180229187
83,20,0.4998009502887726,0.811117947101593,-0.31131699681282043
83,30,0.4737868905067444,0.7779694199562073,-0.3041825294494629
83,40,0.43622028827667236,0.7295013666152954,-0.29328107833862305
84,0,0.09923204779624939,0.4536708891391754,-0.354438841342926
84,10,0.31707003712654114,0.630608081817627,-0.3135380446910858
84,20,0.28418898582458496,0.6006543636322021,-0.3164653778076172
84,30,0.32287755608558655,0.6402061581611633,-0.3173286020755768
84,40,0.2980249226093292,0.627697229385376,-0.32967230677604675
85,0,0.32666197419166565,0.6384705305099487,-0.3118085563182831
85,10,0.3183998167514801,0.6370054483413696,-0.3186056315898895
85,20,0.40605536103248596,0.7290464043617249,-0.3229910433292389
85,30,0.4162687659263611,0.7159090638160706,-0.2996402978897095
85,40,0.5988410711288452,0.9012378454208374,-0.3023968040943146
86,0,0.3294697105884552,0.6538616418838501,-0.3243919312953949
86,10,0.41374263167381287,0.733197033405304,-0.3194544017314911
86,20,0.24546805024147034,0.5577402114868164,-0.31227216124534607
86,30,0.43001556396484375,0.7588978409767151,-0.32888227701187134
86,40,0.3476712107658386,0.6527407169342041,-0.3050695061683655
87,0,0.2561664283275604,0.5723007321357727,-0.3161343038082123
87,10,0.46458959579467773,0.7555248737335205,-0.2909352779388428
87,20,0.3283868134021759,0.6285336017608643,-0.30014678835868835
87,30,0.37810268998146057,0.6943713426589966,-0.316268652677536
87,40,0.4526803493499756,0.7643004655838013,-0.3116201162338257
88,0,0.18930700421333313,0.5380666851997375,-0.3487596809864044
88,10,0.2602733075618744,0.5915583968162537,-0.3312850892543793
88,20,0.3321951925754547,0.637718677520752,-0.30552348494529724
88,30,0.3861818015575409,0.7174098491668701,-0.3312280476093292
88,40,0.4272661507129669,0.7453058958053589,-0.31803974509239197
89,0,0.3003055453300476,0.6136624813079834,-0.3133569359779358
89,10,0.2648954391479492,0.5982364416122437,-0.33334100246429443
