epoch,train_all,train_many,train_median,train_low,val_all,val_many,val_median,val_low,val_fscore
55,0.6853608630952381,0.6973914062305799,0.6329947289427812,0.5917367085672038,0.2969,0.3922857142857143,0.28428571428571425,0.20033333333333334,0.29097403276832723
56,0.6752232142857143,0.6879844734485935,0.6367643895380963,0.60378522721402,0.3003,0.4191428571428571,0.2882857142857143,0.17566666666666667,0.28027872467134807
57,0.6831287202380952,0.6956043154481962,0.6231635073271413,0.5709074690073143,0.303,0.38542857142857145,0.34142857142857147,0.16199999999999998,0.291917401237288
58,0.6912202380952381,0.6997164725522343,0.6694477018598233,0.6547985852010619,0.2973,0.4165714285714286,0.27599999999999997,0.18299999999999997,0.2829383303093754
59,0.6958705357142857,0.7100634195224839,0.6702890388174464,0.6026075014310308,0.2863,0.4022857142857143,0.25742857142857145,0.18466666666666665,0.2657148127657047
60,0.6875930059523809,0.6982047744054913,0.6408043504333213,0.5935005199478883,0.2987,0.4065714285714286,0.3137142857142857,0.15533333333333335,0.28618673487806545
61,0.6898251488095238,0.6941382342555307,0.6791838727627186,0.6403955939714454,0.2914,0.4068571428571428,0.264,0.1886666666666667,0.27410845555879193
62,0.6901971726190477,0.700307578299,0.6585035618414863,0.6168567083930862,0.3196,0.41485714285714287,0.34628571428571425,0.17733333333333334,0.3091936501378298
63,0.6994977678571429,0.7043697100417341,0.669634915315776,0.6443603552736679,0.3269,0.43199999999999994,0.3357142857142857,0.19399999999999998,0.32449522936075753
64,0.6899181547619048,0.7007057043826209,0.6642506692530369,0.6197956416648368,0.2663,0.3611428571428572,0.252,0.17233333333333334,0.2594933122068094
65,0.7029389880952381,0.710589961800219,0.6831876921381967,0.5830127963138799,0.2681,0.3454285714285715,0.2708571428571428,0.17466666666666666,0.2657619914482821
66,0.7104724702380952,0.720153935999751,0.6797018577329037,0.6650957398867615,0.2791,0.3462857142857143,0.29828571428571427,0.1783333333333333,0.26567326875103664
67,0.7144717261904762,0.7215996853799019,0.6835963372884664,0.6758828075662442,0.309,0.4042857142857142,0.3008571428571429,0.2073333333333333,0.289595349579164
68,0.7116815476190477,0.7158027787825538,0.6936342778381905,0.6732936890251131,0.2996,0.38257142857142856,0.30257142857142855,0.1993333333333333,0.2799409676819896
69,0.7190290178571429,0.7287668111530354,0.680032158295355,0.6544635868087879,0.3052,0.4314285714285715,0.286,0.18033333333333335,0.2870858012675309
70,0.7214471726190477,0.7205692156666585,0.7210695333469699,0.6924148618266266,0.322,0.44485714285714284,0.308,0.19499999999999995,0.30772009760296176
71,0.7144717261904762,0.7196950140982378,0.6976328523072166,0.6744156498529564,0.3334,0.48200000000000004,0.32057142857142856,0.175,0.30992236580737237
72,0.7220052083333334,0.7346138437100633,0.6965212069172887,0.6394480426407669,0.2886,0.42771428571428566,0.24257142857142852,0.18000000000000005,0.2774846718406377
73,0.7229352678571429,0.7296522213632848,0.7042411752556722,0.6801831746684688,0.3023,0.4168571428571429,0.29485714285714293,0.17733333333333334,0.29090079811709485
74,0.7243303571428571,0.7336570044922827,0.7005770391513213,0.7076437576011881,0.2925,0.41685714285714287,0.26371428571428573,0.18100000000000002,0.2661840945002775
75,0.7174479166666666,0.7214781783651631,0.7048764515926491,0.6925131766811334,0.2999,0.4291428571428572,0.292,0.1583333333333333,0.28689399679103195
76,0.7211681547619048,0.7282340555130049,0.691244137647386,0.6824877289892769,0.2847,0.3991428571428572,0.2542857142857143,0.18666666666666665,0.2570271445332865
77,0.7277715773809523,0.7341977900585608,0.6977006588050441,0.7204103815288024,0.2931,0.402,0.2842857142857143,0.17633333333333334,0.2845510203300618
78,0.7264694940476191,0.733990920909742,0.7062260263705188,0.6796629877976624,0.3109,0.4345714285714286,0.32,0.15599999999999997,0.2884426880017454
79,0.7272135416666666,0.7333032847045773,0.7272309303190764,0.6487061688454876,0.2961,0.39428571428571424,0.2642857142857143,0.21866666666666668,0.2853118618136489
80,0.7268415178571429,0.7323254291416167,0.704788733555541,0.6965132125929336,0.3219,0.4579999999999999,0.30428571428571427,0.1836666666666667,0.3081749419802706
81,0.7299107142857143,0.7380272361997252,0.6940766961234109,0.7181164514020552,0.2898,0.3805714285714285,0.2982857142857142,0.17400000000000002,0.2812419940509967
82,0.7293526785714286,0.734951610211997,0.7250305735456464,0.6880978180745981,0.233,0.30800000000000005,0.2511428571428571,0.12433333333333334,0.21581400423845387
83,0.7388392857142857,0.7406483826486437,0.7258647997231604,0.7444931649304714,0.3012,0.4045714285714286,0.2785714285714286,0.207,0.29935638113167523
84,0.7556733630952381,0.7549142460469398,0.762535689629624,0.751989243842959,0.3024,0.4102857142857143,0.30742857142857144,0.17066666666666666,0.2950181586239547
85,0.7403273809523809,0.7451739617993057,0.7324409749294782,0.7597919456704286,0.2978,0.3851428571428571,0.3105714285714286,0.181,0.2692162926200735
86,0.7300967261904762,0.733063937986372,0.7183081711029204,0.6964692034544977,0.2818,0.4188571428571428,0.2302857142857143,0.18199999999999997,0.2617063172918628
87,0.7473958333333334,0.75390345040567,0.7357940175157643,0.6893914454711667,0.356,0.46285714285714286,0.3494285714285714,0.23899999999999996,0.3482704450528862
88,0.7605096726190477,0.7682514118540918,0.7443739066052517,0.7010359583656797,0.3081,0.37028571428571433,0.3151428571428571,0.22733333333333333,0.29113458413113735
89,0.7468377976190477,0.748230225936171,0.7552395296113046,0.7615306439919443,0.3175,0.4137142857142857,0.2977142857142857,0.22833333333333336,0.303610227207423
90,0.7582775297619048,0.758520042530996,0.7629786494304703,0.7827251379225063,0.3139,0.40714285714285714,0.3334285714285714,0.18233333333333332,0.30293563916508626
91,0.7377232142857143,0.7449025380321408,0.7357420977366372,0.7082458922513103,0.2593,0.35057142857142853,0.27457142857142863,0.13499999999999998,0.24849835175340054
92,0.7326078869047619,0.7374034654954263,0.7290373855662187,0.7108673716491053,0.2886,0.39599999999999996,0.3028571428571429,0.1466666666666666,0.2710275083800778
93,0.7551153273809523,0.7553686134736559,0.7527455850940904,0.7492257899765641,0.3096,0.47085714285714286,0.2642857142857143,0.17433333333333334,0.29797969188179424
94,0.7543712797619048,0.7577123750333767,0.758580821300004,0.7403616619019096,0.3147,0.42571428571428577,0.3362857142857143,0.16,0.30635826584280695
95,0.7539992559523809,0.7591783547183729,0.7449153929298167,0.7259525900083175,0.2715,0.3902857142857143,0.25657142857142856,0.15033333333333332,0.25936208239339525
96,0.7565104166666666,0.753475524529308,0.7607207973828559,0.7666599279060577,0.3117,0.41114285714285714,0.3085714285714286,0.19933333333333333,0.31276750814803833
97,0.7638578869047619,0.7675351379852532,0.7688368581208912,0.7586645300577189,0.2829,0.3574285714285714,0.26399999999999996,0.21800000000000003,0.2739530030195585
98,0.7581845238095238,0.7658262240907701,0.7446713310889901,0.7631153127631456,0.2915,0.4017142857142857,0.2634285714285714,0.19566666666666663,0.28182927218117604
99,0.7488839285714286,0.7521323944609788,0.7564280631236389,0.7457855352708294,0.275,0.3605714285714286,0.3005714285714286,0.14533333333333334,0.26685405607855417
100,0.7395833333333334,0.745550213681349,0.7255742801051227,0.6918813702637233,0.2998,0.42114285714285715,0.26742857142857146,0.196,0.2825720848940286
101,0.7665550595238095,0.7743895533506965,0.7543405498886661,0.7704726804842904,0.33,0.4691428571428572,0.33142857142857146,0.16599999999999998,0.31524128788660855
102,0.7692522321428571,0.7700232341518506,0.7833399591810749,0.7473409047093258,0.2815,0.39885714285714285,0.2594285714285715,0.17033333333333336,0.2719400166701502
103,0.7620907738095238,0.7659222938305148,0.7561734638891694,0.729495350280954,0.2981,0.38400000000000006,0.3362857142857143,0.1533333333333333,0.2771918664111237
104,0.7610677083333334,0.7623530226207477,0.7526021173266676,0.779030905311865,0.3068,0.3971428571428572,0.33514285714285713,0.1683333333333333,0.2988271670082532
105,0.7690662202380952,0.7735231225714327,0.77346514961665,0.7437300602161283,0.2613,0.3434285714285714,0.24057142857142863,0.18966666666666662,0.26485848345346236
106,0.7723214285714286,0.7783606755877616,0.7862234319879023,0.7473254845429769,0.3159,0.4222857142857142,0.28714285714285714,0.2253333333333333,0.31256790768080495
107,0.7700892857142857,0.7715952735245515,0.7697722704782533,0.7840331654070044,0.2722,0.3877142857142858,0.2531428571428571,0.1596666666666667,0.26487680932190116
108,0.7642299107142857,0.7627040505832156,0.7787165692010324,0.7496391315083265,0.294,0.4248571428571428,0.28657142857142853,0.14999999999999997,0.28531771442338255
109,0.7572544642857143,0.7560466743858533,0.7552734582159498,0.8070704146787737,0.3206,0.45714285714285713,0.2874285714285714,0.2,0.2972977328560608
110,0.7589285714285714,0.7641963721780781,0.7707582447463773,0.7442106540403753,0.3378,0.4422857142857142,0.33228571428571424,0.2223333333333333,0.3197421623360138
111,0.7710193452380952,0.7723772449815127,0.7845491367489281,0.7510086694065022,0.3226,0.4137142857142857,0.3542857142857143,0.17933333333333332,0.30299660998196726
112,0.7820870535714286,0.782519273995422,0.8007175347196319,0.8096706345197059,0.2691,0.32228571428571434,0.26142857142857145,0.21600000000000003,0.26578564912561203
113,0.7680431547619048,0.7728093732594489,0.7628218657957708,0.8063538191827665,0.2962,0.40428571428571425,0.28428571428571425,0.18400000000000005,0.287849651379914
114,0.7619977678571429,0.7673635599629531,0.7527219335485588,0.7493178377350204,0.3045,0.39971428571428574,0.3225714285714286,0.17233333333333337,0.2997258109362469
115,0.7713913690476191,0.7696832118636582,0.7818855168565123,0.8159436616015564,0.329,0.43542857142857144,0.3731428571428571,0.15333333333333335,0.3089173733148892
116,0.7590215773809523,0.7644331859230682,0.7649778106506205,0.7650522267550132,0.3222,0.42942857142857144,0.35057142857142853,0.164,0.3098814092102378
117,0.7879464285714286,0.7876727347167792,0.7989383339154271,0.793892340746056,0.3165,0.4225714285714286,0.314,0.1956666666666667,0.30454492818471435
118,0.779296875,0.7821821077497852,0.78513959393914,0.8129100447482802,0.3164,0.43971428571428567,0.32200000000000006,0.166,0.3026999322304911
119,0.7853422619047619,0.7905284702508989,0.793242671923844,0.7588312268227129,0.3183,0.448,0.2905714285714286,0.19933333333333333,0.30460403934081665
120,0.8450520833333334,0.8438563901395176,0.8028790770112673,0.8135259546095459,0.3996,0.5700000000000001,0.37799999999999995,0.22600000000000003,0.3835416519670838
121,0.8914620535714286,0.8939796649604457,0.8672829973727662,0.8875563516004693,0.4149,0.5871428571428572,0.39542857142857146,0.2366666666666667,0.3994368143210446
122,0.9017857142857143,0.9051238436781042,0.8898182946262012,0.8982151679017005,0.4205,0.5891428571428572,0.4068571428571429,0.23966666666666672,0.4065305400658751
123,0.9129464285714286,0.913738952892977,0.9085838785355803,0.9232294285235464,0.4252,0.5931428571428572,0.41285714285714287,0.24366666666666667,0.4115137047097487
124,0.9175967261904762,0.9197913981736507,0.9244358716321542,0.923268722018722,0.4299,0.595142857142857,0.41828571428571437,0.2506666666666667,0.4176179484896715
125,0.9263392857142857,0.9283887498590281,0.9270936266856623,0.951904761904762,0.432,0.5974285714285714,0.4182857142857143,0.255,0.4205799830403739
126,0.9295944940476191,0.9286979909976728,0.9428707207679323,0.956892492039551,0.4348,0.5968571428571428,0.4248571428571429,0.2573333333333333,0.424043157763211
127,0.9331287202380952,0.9337451130282507,0.9484750197784108,0.9538061972427297,0.434,0.5934285714285714,0.424,0.25966666666666666,0.4238382239908426
128,0.9341517857142857,0.9346913960162369,0.9402945204655885,0.9631140020110609,0.4341,0.5894285714285714,0.42628571428571427,0.26199999999999996,0.4251547925832833
129,0.9396391369047619,0.9405685931922779,0.9497391902586592,0.9632229344729345,0.4338,0.5877142857142856,0.4265714285714286,0.26266666666666666,0.4251576107493909
130,0.9376860119047619,0.9366935990969659,0.949976690126419,0.9611396011396012,0.4348,0.5871428571428572,0.42799999999999994,0.265,0.4268249491231815
131,0.9408482142857143,0.9401532621173208,0.9581796455234902,0.9666592394533572,0.4371,0.5908571428571429,0.4268571428571428,0.26966666666666667,0.4290996024872462
132,0.9432663690476191,0.9446013966103582,0.9575198973490899,0.9378575917546506,0.436,0.5897142857142857,0.42714285714285716,0.267,0.42821475631884437
133,0.9444754464285714,0.9437014617000321,0.9579924983827965,0.980462962962963,0.4352,0.5860000000000001,0.4277142857142857,0.268,0.4280517608964666
134,0.9447544642857143,0.942875433742218,0.9637057558089704,0.9681424920395508,0.4378,0.5865714285714286,0.43257142857142855,0.27033333333333337,0.4312302820788894
135,0.9467075892857143,0.9462731736956403,0.9630382591917295,0.9713425925925926,0.4374,0.5868571428571429,0.4308571428571429,0.2706666666666667,0.4308876802449786
136,0.9470796130952381,0.9482859370205929,0.9591472417528254,0.9686873638344227,0.4387,0.5885714285714286,0.4322857142857143,0.2713333333333333,0.4320811317554867
137,0.9454985119047619,0.9473588470649347,0.9576286811849753,0.9645833523774701,0.439,0.5877142857142857,0.434,0.27133333333333337,0.43260821447564146
138,0.947265625,0.9456380564828121,0.9599939003111834,0.9552735880677058,0.4384,0.5840000000000001,0.4322857142857143,0.27566666666666667,0.43260052025083034
139,0.9470796130952381,0.9474324806142101,0.952118933607305,0.9698269649740239,0.4401,0.5851428571428572,0.43457142857142855,0.2773333333333334,0.4340851099738404
140,0.9457775297619048,0.946475538338982,0.9626336707630011,0.9778988603988604,0.4381,0.5874285714285714,0.4305714285714286,0.27266666666666667,0.4326084956921119
141,0.9520089285714286,0.9529153027311894,0.9598018773785739,0.9798685573685575,0.4389,0.5831428571428573,0.43485714285714283,0.2753333333333333,0.43381925595641346
142,0.9539620535714286,0.9546990243343938,0.9685170058842281,0.9682528908999497,0.4396,0.5882857142857143,0.4325714285714286,0.2743333333333334,0.43441987994902187
143,0.9560081845238095,0.95573798980955,0.971759430002483,0.9776940978411567,0.4399,0.5871428571428572,0.43514285714285716,0.27366666666666667,0.43455153620693465
144,0.9546130952380952,0.9545884835823243,0.9669653569431956,0.9693607645078235,0.4403,0.5854285714285715,0.4374285714285715,0.2743333333333334,0.4355777513908312
145,0.9555431547619048,0.955109340595588,0.9711702901516328,0.98243265993266,0.4392,0.5842857142857144,0.4365714285714286,0.273,0.4341063336812126
146,0.9583333333333334,0.9579214182821358,0.9691246940134395,0.975491452991453,0.4387,0.586,0.43200000000000005,0.27466666666666667,0.4342393915979846
147,0.9575892857142857,0.9578276344759975,0.975273556769029,0.973425925925926,0.438,0.5857142857142859,0.4297142857142857,0.2753333333333334,0.4330335520030748
148,0.9583333333333334,0.9579234827663835,0.9755339105411321,0.9810470085470085,0.4398,0.5860000000000001,0.43342857142857144,0.27666666666666667,0.4358461097984941
149,0.9577752976190477,0.9588958505967792,0.9700318710933317,0.9790862242332831,0.439,0.5831428571428572,0.4345714285714286,0.27599999999999997,0.4352199073750506
150,0.9564732142857143,0.9561303638066914,0.9738342043244548,0.9705555555555556,0.4397,0.5848571428571429,0.4342857142857143,0.27666666666666667,0.4351669293107512
151,0.9591703869047619,0.9605120385844513,0.9664111468387586,0.9737799564270152,0.4393,0.5862857142857143,0.4337142857142857,0.2743333333333334,0.4348727156009485
152,0.9608444940476191,0.9615885139116845,0.971519731005127,0.9877777777777779,0.4418,0.588,0.4371428571428571,0.27666666666666667,0.43731791328705766
153,0.9598214285714286,0.9591610539319317,0.971266963999519,0.9901688453159042,0.4397,0.5865714285714287,0.43114285714285716,0.2783333333333333,0.43557639417803584
154,0.9586123511904762,0.9599852682925081,0.9701529352706135,0.9730036031506619,0.44,0.586,0.4308571428571429,0.2803333333333333,0.43561244041757746
155,0.9601004464285714,0.9605930155599404,0.9707050098115612,0.9824888074888075,0.4424,0.59,0.4354285714285714,0.2783333333333333,0.43815430491902085
156,0.9626116071428571,0.9617404801067249,0.9736159962527501,0.9764173789173789,0.4402,0.5877142857142857,0.432,0.27766666666666673,0.4361664978682137
157,0.9619605654761905,0.961893087337571,0.9780536932935173,0.9788898465369054,0.4406,0.5877142857142857,0.4342857142857143,0.2763333333333334,0.43659867323099716
158,0.962890625,0.9642649977190056,0.9689534667994663,0.9828988603988604,0.4412,0.5894285714285714,0.4308571428571429,0.2803333333333333,0.43809914501597513
159,0.9605654761904762,0.9621942234169505,0.9669000634643258,0.9822044159544159,0.4406,0.5868571428571429,0.43428571428571433,0.2773333333333333,0.4371887267787259
160,0.9627046130952381,0.9631028401138332,0.9706348812495577,0.9742845117845118,0.4396,0.5851428571428572,0.4308571428571429,0.28,0.4365768239021197
161,0.9638206845238095,0.9653453249238022,0.9707188176679685,0.9762799564270153,0.4412,0.586857142857143,0.43600000000000005,0.27733333333333327,0.43801590311436456
162,0.9637276785714286,0.9651980917249885,0.9689063691202855,0.9843518518518519,0.4403,0.586857142857143,0.4342857142857143,0.2763333333333334,0.43691624622074426
163,0.9657738095238095,0.9670619991547068,0.9704811591134291,0.9855555555555555,0.4413,0.5874285714285715,0.43400000000000005,0.2793333333333333,0.4378561340238534
164,0.9626116071428571,0.9647049584949057,0.9688876347235666,0.9791951566951568,0.4405,0.5885714285714286,0.43285714285714283,0.27666666666666667,0.43729363279770267
165,0.9630766369047619,0.9642707087751444,0.970352783938344,0.9887411063881653,0.4396,0.5877142857142857,0.4317142857142857,0.276,0.4360581635519325
166,0.9591703869047619,0.9606373914744654,0.9700258956944225,0.9872058823529412,0.4406,0.5885714285714286,0.4337142857142858,0.276,0.4371270036355666
167,0.96484375,0.9671574488521638,0.9710413703314751,0.9871417797888387,0.4407,0.5874285714285715,0.4328571428571429,0.2786666666666667,0.43735957763497973
168,0.9624255952380952,0.9624829947679505,0.978101800113636,0.9821296296296296,0.4389,0.5874285714285715,0.4302857142857143,0.27566666666666667,0.4358786111935648
169,0.962890625,0.9644020619340884,0.9773109243154869,0.9648076923076924,0.4409,0.5874285714285714,0.436,0.27566666666666667,0.4370415188647888
170,0.9659598214285714,0.9686660746846113,0.968476932619792,0.985,0.4394,0.5874285714285714,0.43142857142857144,0.27599999999999997,0.43542951214431264
171,0.9614955357142857,0.9626954668578569,0.9779992685962686,0.9838247863247864,0.4406,0.5865714285714287,0.4328571428571429,0.2793333333333334,0.4372100594336246
172,0.9611235119047619,0.961685235654055,0.9733114204032247,0.9762037037037038,0.4408,0.5865714285714286,0.4328571428571429,0.28,0.4370863616938726
173,0.9630766369047619,0.9623711320952304,0.9732990058189152,0.9731481481481481,0.4394,0.5862857142857143,0.43057142857142855,0.2783333333333334,0.43590437464909826
174,0.9639136904761905,0.9650298085363529,0.9734209793828926,0.9891025641025641,0.4406,0.5874285714285715,0.43257142857142855,0.27866666666666673,0.43682413420309396
175,0.96484375,0.9672290485743413,0.9687874459739305,0.9835449735449736,0.4409,0.5874285714285715,0.4331428571428572,0.279,0.4375833107177414
176,0.9621465773809523,0.964129145757607,0.9694508147955248,0.9799074074074074,0.4411,0.5862857142857143,0.43285714285714294,0.2813333333333333,0.43826706717643205
177,0.9627976190476191,0.9644467828534683,0.9668396179758681,0.9848677248677249,0.4411,0.5880000000000001,0.4328571428571429,0.2793333333333334,0.43802449026101214
178,0.9607514880952381,0.9618305838852164,0.971689931330186,0.9803062678062678,0.4406,0.5877142857142857,0.434,0.27666666666666667,0.43759776239042125
179,0.9639136904761905,0.96455434745589,0.9757591679495489,0.991557734204793,0.4392,0.5857142857142857,0.4314285714285715,0.2773333333333333,0.4353064439306308
180,0.9649367559523809,0.9650133831635318,0.9732503617170658,0.9798685573685575,0.4403,0.5880000000000001,0.4302857142857143,0.2796666666666667,0.43674888279418733
181,0.9645647321428571,0.9645229002606941,0.9758923263167397,0.9784544159544158,0.4423,0.5897142857142857,0.43542857142857144,0.2783333333333333,0.4382492844228043
